Timestamp,Temperature (C),Humidity (%)
2026-06-20 17:04:43,32.0,54.0,8,9
2026-06-20 17:04:45,32.0,54.0,9,9
2026-06-20 17:04:49,32.0,54.0,9,9
2026-06-20 17:04:49,32.0,54.0,9,9
2026-06-20 17:04:49,32.0,54.0,9,9
2026-06-20 17:04:51,32.0,54.0,9,9
2026-06-20 17:04:53,32.0,54.0,9,9
2026-06-20 17:04:56,32.0,54.0,9,9
2026-06-20 17:04:58,32.0,54.0,9,9
2026-06-20 17:05:00,32.0,54.0,9,9
2026-06-20 17:05:02,32.0,54.0,9,9
2026-06-20 17:05:06,32.0,54.0,9,9
2026-06-20 17:05:06,32.0,54.0,9,9
2026-06-20 17:05:06,32.0,54.0,8,9
2026-06-20 17:05:08,32.0,54.0,8,9
2026-06-20 17:05:10,32.0,54.0,8,9
2026-06-20 17:05:13,32.0,54.0,8,9
2026-06-20 17:05:15,32.0,54.0,8,9
2026-06-20 17:05:17,32.0,54.0,8,9
2026-06-20 17:05:19,32.0,54.0,8,9
2026-06-20 17:05:23,32.0,54.0,8,9
2026-06-20 17:05:29,32.0,54.0,8,9
2026-06-20 17:05:30,32.0,54.0,8,9
2026-06-20 17:05:30,32.0,54.0,8,9
2026-06-20 17:05:30,32.0,54.0,8,9
2026-06-20 17:05:31,32.0,54.0,8,9
2026-06-20 17:05:31,32.0,54.0,8,9
2026-06-20 17:05:32,32.0,54.0,8,9
2026-06-20 17:05:36,32.0,54.0,8,9
2026-06-20 17:05:40,32.0,54.0,8,9
2026-06-20 17:05:40,32.0,54.0,8,8
2026-06-20 17:05:40,32.0,54.0,8,8
2026-06-20 17:05:40,32.0,54.0,8,8
2026-06-20 17:05:42,32.0,54.0,8,8
2026-06-20 17:05:44,32.0,54.0,8,9
2026-06-20 17:05:47,32.0,54.0,8,9
