Thoi Gian,Nhiet Do (C),Do Am (%),PM2.5 (ug/m3),PM10 (ug/m3)
2026-06-26 09:55:55,33.0,60.0,15,17
2026-06-26 09:55:55,33.0,60.0,15,17
2026-06-26 09:56:04,33.0,60.0,15,17
2026-06-26 09:56:05,33.0,60.0,15,17
2026-06-26 09:56:05,33.0,60.0,15,16
2026-06-26 09:56:06,33.0,60.0,15,16
2026-06-26 09:56:09,33.0,60.0,15,16
2026-06-26 09:56:13,33.0,60.0,15,17
2026-06-26 09:56:18,33.0,60.0,15,17
2026-06-26 09:56:23,33.0,60.0,16,18
2026-06-26 09:56:30,33.0,60.0,16,18
2026-06-26 09:56:31,33.0,60.0,16,18
2026-06-26 09:56:33,33.0,60.0,15,18
2026-06-26 09:56:38,33.0,60.0,15,18
2026-06-26 09:56:43,33.0,60.0,15,18
2026-06-26 09:56:48,33.0,60.0,15,17
2026-06-26 09:56:53,33.0,60.0,15,17
2026-06-26 09:56:58,33.0,60.0,15,17
2026-06-26 09:57:03,33.0,60.0,15,17
2026-06-26 09:57:08,33.0,60.0,14,16
2026-06-26 09:57:21,33.0,60.0,14,15
2026-06-26 09:57:38,33.0,60.0,14,15
2026-06-26 09:57:38,33.0,60.0,14,16
2026-06-26 09:57:39,33.0,60.0,14,16
2026-06-26 09:57:39,33.0,60.0,14,16
2026-06-26 09:57:39,33.0,60.0,14,17
2026-06-26 09:57:40,33.0,60.0,14,16
2026-06-26 09:57:40,33.0,60.0,15,18
2026-06-26 09:57:40,33.0,60.0,16,19
2026-06-26 09:57:40,33.0,60.0,14,17
2026-06-26 09:57:43,33.0,60.0,15,18
2026-06-26 09:57:50,33.0,60.0,14,16
2026-06-26 09:57:51,33.0,60.0,14,16
2026-06-26 09:57:53,33.0,60.0,14,15
2026-06-26 09:57:58,33.0,60.0,14,16
2026-06-26 09:58:09,33.0,60.0,14,16
2026-06-26 09:58:12,33.0,60.0,14,16
2026-06-26 09:58:12,33.0,60.0,14,16
2026-06-26 09:58:12,33.0,60.0,14,16
2026-06-26 09:58:16,33.0,60.0,14,16
2026-06-26 09:58:17,33.0,60.0,14,16
2026-06-26 09:58:18,33.0,60.0,15,17
2026-06-26 09:58:23,33.0,60.0,15,17
2026-06-26 09:58:28,33.0,60.0,15,16
2026-06-26 09:58:33,33.0,60.0,14,16
2026-06-26 09:58:38,33.0,60.0,15,17
2026-06-26 09:58:43,33.0,60.0,15,17
2026-06-26 09:58:50,33.0,60.0,15,17
2026-06-26 09:58:51,33.0,60.0,15,17
2026-06-26 09:58:53,33.0,60.0,15,17
2026-06-26 09:59:04,33.0,60.0,15,17
2026-06-26 09:59:07,33.0,60.0,15,17
2026-06-26 09:59:07,33.0,60.0,16,18
2026-06-26 09:59:08,33.0,60.0,16,18
2026-06-26 09:59:09,33.0,60.0,16,18
2026-06-26 09:59:13,33.0,60.0,15,18
2026-06-26 09:59:18,33.0,60.0,15,18
2026-06-26 09:59:58,33.0,60.0,15,17
2026-06-26 10:00:03,33.0,60.0,15,17
2026-06-26 10:13:22,33.0,60.0,18,19
2026-06-26 10:13:27,33.0,60.0,17,18
2026-06-26 10:13:32,33.0,60.0,17,18
2026-06-26 10:13:37,33.0,60.0,17,18
2026-06-26 10:13:42,33.0,60.0,18,20
2026-06-26 10:13:50,33.0,60.0,19,20
2026-06-26 10:13:51,33.0,60.0,19,20
2026-06-26 10:13:52,33.0,60.0,19,21
2026-06-26 10:13:57,33.0,60.0,20,21
2026-06-26 10:14:02,33.0,60.0,21,22
2026-06-26 10:14:07,33.0,60.0,20,22
2026-06-26 10:14:12,33.0,60.0,20,21
2026-06-26 10:14:17,33.0,60.0,20,21
2026-06-26 10:14:22,33.0,60.0,20,21
2026-06-26 10:14:27,33.0,60.0,21,22
2026-06-26 10:14:32,33.0,60.0,21,22
2026-06-26 10:14:37,33.0,60.0,20,22
2026-06-26 10:14:46,33.0,60.0,21,22
2026-06-26 10:14:47,33.0,60.0,21,22
2026-06-26 10:14:52,33.0,60.0,21,23
2026-06-26 10:14:57,33.0,60.0,21,23
2026-06-26 10:15:03,33.0,60.0,21,23
2026-06-26 10:15:07,33.0,60.0,20,23
2026-06-26 10:15:18,0.0,0.0,20,22
2026-06-26 10:15:19,0.0,0.0,20,22
2026-06-26 10:15:19,33.0,60.0,21,22
2026-06-26 10:15:33,33.0,60.0,21,22
2026-06-26 10:15:38,33.0,60.0,21,23
2026-06-26 10:15:38,33.0,60.0,21,23
2026-06-26 10:15:38,33.0,60.0,20,22
2026-06-26 10:15:38,33.0,60.0,21,23
2026-06-26 10:15:38,33.0,60.0,20,22
2026-06-26 10:15:39,33.0,60.0,20,22
2026-06-26 10:15:42,33.0,60.0,20,22
2026-06-26 10:15:47,33.0,60.0,20,22
2026-06-26 10:15:52,33.0,60.0,19,21
2026-06-26 10:15:57,33.0,60.0,18,19
2026-06-26 10:16:02,33.0,60.0,18,19
2026-06-26 10:16:07,33.0,60.0,19,20
2026-06-26 10:16:12,33.0,60.0,19,21
2026-06-26 10:16:17,33.0,60.0,19,21
2026-06-26 10:16:22,33.0,60.0,19,21
2026-06-26 10:16:27,33.0,60.0,19,21
2026-06-26 10:16:32,33.0,60.0,19,21
2026-06-26 10:16:37,33.0,60.0,20,22
2026-06-26 10:16:42,33.0,60.0,21,23
2026-06-26 10:16:47,33.0,60.0,21,23
2026-06-26 10:16:52,33.0,60.0,20,21
2026-06-26 10:16:57,33.0,60.0,19,21
2026-06-26 10:17:02,33.0,60.0,20,21
2026-06-26 10:17:07,33.0,60.0,20,21
2026-06-26 10:17:12,33.0,60.0,19,21
2026-06-26 10:17:17,33.0,60.0,20,21
2026-06-26 10:17:22,33.0,60.0,20,22
2026-06-26 10:17:27,33.0,60.0,21,22
2026-06-26 10:17:32,33.0,60.0,21,22
2026-06-26 10:17:37,33.0,60.0,21,22
2026-06-26 10:17:42,33.0,60.0,21,22
2026-06-26 10:17:47,33.0,60.0,20,21
2026-06-26 10:17:52,33.0,60.0,20,21
2026-06-26 10:17:57,33.0,60.0,20,21
2026-06-26 10:18:04,33.0,60.0,20,21
2026-06-26 10:18:07,33.0,60.0,20,21
2026-06-26 10:18:07,33.0,60.0,19,21
2026-06-26 10:18:12,33.0,60.0,19,21
2026-06-26 10:18:17,33.0,60.0,19,20
2026-06-26 10:18:22,33.0,60.0,19,20
2026-06-26 10:18:27,33.0,60.0,19,21
2026-06-26 10:18:32,33.0,60.0,19,21
2026-06-26 10:18:44,0.0,0.0,19,21
2026-06-26 10:18:44,0.0,0.0,19,21
2026-06-26 10:18:44,33.0,60.0,19,21
2026-06-26 10:18:46,33.0,60.0,19,21
2026-06-26 10:18:47,33.0,60.0,18,20
2026-06-26 10:18:52,33.0,60.0,18,19
2026-06-26 10:18:57,33.0,60.0,18,20
2026-06-26 10:19:03,33.0,60.0,19,20
2026-06-26 10:19:07,33.0,60.0,19,20
2026-06-26 10:19:12,33.0,60.0,19,20
2026-06-26 10:19:17,33.0,60.0,19,20
2026-06-26 10:19:36,33.0,60.0,18,19
2026-06-26 10:19:37,33.0,60.0,18,19
2026-06-26 10:19:37,33.0,60.0,18,19
2026-06-26 10:19:37,33.0,60.0,18,20
2026-06-26 10:19:38,33.0,60.0,18,19
2026-06-26 10:19:38,33.0,60.0,18,20
2026-06-26 10:19:38,33.0,60.0,18,19
2026-06-26 10:19:42,33.0,60.0,18,19
2026-06-26 10:19:50,33.0,60.0,18,19
2026-06-26 10:19:51,33.0,60.0,18,19
2026-06-26 10:19:52,33.0,60.0,18,19
2026-06-26 10:19:57,33.0,60.0,18,19
2026-06-26 10:20:02,33.0,59.0,18,20
2026-06-26 10:20:07,33.0,59.0,19,21
2026-06-26 10:20:12,33.0,59.0,19,21
2026-06-26 10:20:18,33.0,59.0,19,21
2026-06-26 10:20:22,33.0,59.0,19,21
2026-06-26 10:20:27,33.0,59.0,19,21
2026-06-26 10:20:32,33.0,59.0,19,21
2026-06-26 10:20:37,33.0,59.0,19,21
2026-06-26 10:20:42,33.0,59.0,19,22
2026-06-26 10:20:48,33.0,59.0,19,21
2026-06-26 10:21:30,33.0,59.0,19,21
2026-06-26 10:21:42,34.0,59.0,18,20
2026-06-26 10:21:45,34.0,59.0,19,21
2026-06-26 10:21:46,34.0,59.0,18,21
2026-06-26 10:21:46,34.0,59.0,18,20
2026-06-26 10:21:46,34.0,59.0,19,21
2026-06-26 10:21:46,34.0,59.0,19,20
2026-06-26 10:21:47,34.0,59.0,18,20
2026-06-26 10:21:48,34.0,59.0,18,19
2026-06-26 10:21:52,34.0,59.0,18,19
2026-06-26 10:21:57,34.0,59.0,17,19
2026-06-26 10:22:02,34.0,59.0,18,19
2026-06-26 10:22:07,34.0,59.0,18,20
2026-06-26 10:22:12,34.0,59.0,19,20
2026-06-26 10:22:17,34.0,59.0,19,21
2026-06-26 10:22:23,34.0,59.0,19,21
2026-06-26 10:22:27,33.0,59.0,18,20
2026-06-26 10:22:32,33.0,59.0,17,19
2026-06-26 10:22:37,33.0,59.0,17,19
2026-06-26 10:22:42,33.0,59.0,18,19
2026-06-26 10:22:47,33.0,59.0,19,20
2026-06-26 10:22:52,33.0,59.0,19,20
2026-06-26 10:22:57,33.0,59.0,19,21
2026-06-26 10:23:02,33.0,59.0,20,21
2026-06-26 10:23:07,33.0,59.0,19,20
2026-06-26 10:23:12,34.0,60.0,18,19
2026-06-26 10:23:17,34.0,59.0,19,20
2026-06-26 10:23:22,34.0,59.0,19,21
2026-06-26 10:23:27,34.0,59.0,19,21
2026-06-26 10:23:32,34.0,60.0,19,20
2026-06-26 10:23:37,34.0,59.0,19,20
2026-06-26 10:23:42,34.0,59.0,18,20
2026-06-26 10:23:47,34.0,59.0,18,19
2026-06-26 10:23:52,34.0,59.0,17,19
2026-06-26 10:23:57,34.0,59.0,18,19
2026-06-26 10:24:02,34.0,59.0,19,20
2026-06-26 10:24:07,34.0,59.0,19,21
2026-06-26 10:24:12,34.0,59.0,18,20
2026-06-26 10:24:17,34.0,59.0,18,20
2026-06-26 10:24:22,34.0,59.0,18,19
2026-06-26 10:24:27,34.0,59.0,18,19
2026-06-26 10:24:32,34.0,59.0,18,19
2026-06-26 10:24:37,34.0,59.0,18,20
2026-06-26 10:24:42,34.0,59.0,18,20
2026-06-26 10:24:47,34.0,59.0,18,20
2026-06-26 10:24:52,34.0,59.0,18,19
2026-06-26 10:24:57,34.0,59.0,18,19
2026-06-26 10:25:02,34.0,59.0,18,20
2026-06-26 10:25:07,34.0,59.0,18,20
2026-06-26 10:25:12,34.0,59.0,18,20
2026-06-26 10:25:17,34.0,59.0,18,20
2026-06-26 10:25:22,34.0,59.0,18,20
2026-06-26 10:25:24,34.0,59.0,18,20
2026-06-26 10:25:27,34.0,59.0,18,20
2026-06-26 10:25:32,34.0,59.0,18,19
2026-06-26 10:25:37,34.0,59.0,18,19
2026-06-26 10:25:42,34.0,59.0,17,18
2026-06-26 10:25:47,34.0,59.0,17,18
2026-06-26 10:25:52,34.0,59.0,18,19
2026-06-26 10:25:57,34.0,59.0,17,18
2026-06-26 10:26:02,34.0,59.0,17,18
2026-06-26 10:26:07,34.0,59.0,18,19
2026-06-26 10:26:12,34.0,59.0,19,20
2026-06-26 10:26:17,34.0,59.0,19,21
2026-06-26 10:26:22,34.0,59.0,19,21
2026-06-26 10:26:27,34.0,59.0,19,21
2026-06-26 10:26:32,34.0,59.0,19,21
2026-06-26 10:26:37,34.0,59.0,19,21
2026-06-26 10:26:42,34.0,59.0,19,20
2026-06-26 10:26:47,34.0,59.0,18,20
2026-06-26 10:26:52,34.0,59.0,18,19
2026-06-26 10:26:57,34.0,59.0,18,19
2026-06-26 10:27:02,34.0,59.0,17,19
2026-06-26 10:27:07,34.0,59.0,17,19
2026-06-26 10:27:12,34.0,59.0,18,19
2026-06-26 10:27:17,34.0,59.0,18,19
2026-06-26 10:27:22,34.0,59.0,17,18
2026-06-26 10:27:27,34.0,59.0,17,18
2026-06-26 10:27:32,34.0,59.0,17,18
2026-06-26 10:27:37,34.0,59.0,17,18
2026-06-26 10:27:42,34.0,59.0,17,18
2026-06-26 10:27:47,34.0,59.0,16,18
2026-06-26 10:27:52,34.0,59.0,16,18
2026-06-26 10:27:57,34.0,59.0,17,18
2026-06-26 10:28:02,34.0,59.0,17,19
2026-06-26 10:28:07,34.0,59.0,17,19
2026-06-26 10:28:12,34.0,59.0,16,18
2026-06-26 10:28:17,34.0,59.0,17,18
2026-06-26 10:28:19,34.0,59.0,17,18
2026-06-26 10:28:22,34.0,59.0,17,18
2026-06-26 10:28:27,34.0,59.0,17,18
2026-06-26 10:28:32,34.0,59.0,17,18
2026-06-26 10:28:38,34.0,59.0,18,19
2026-06-26 10:28:42,34.0,59.0,18,19
2026-06-26 10:28:47,34.0,58.0,18,19
2026-06-26 10:28:52,34.0,58.0,18,19
2026-06-26 10:28:57,34.0,58.0,17,18
2026-06-26 10:29:03,34.0,58.0,17,18
2026-06-26 10:29:07,34.0,58.0,17,18
2026-06-26 10:29:12,34.0,58.0,17,19
2026-06-26 10:29:17,34.0,59.0,17,18
2026-06-26 10:29:22,34.0,59.0,18,19
2026-06-26 10:29:29,34.0,59.0,18,18
2026-06-26 10:29:29,34.0,59.0,18,18
2026-06-26 10:29:32,34.0,59.0,18,18
2026-06-26 10:29:38,34.0,59.0,17,18
2026-06-26 10:29:42,34.0,59.0,16,17
2026-06-26 10:29:47,34.0,59.0,16,17
2026-06-26 10:29:52,34.0,59.0,16,17
2026-06-26 10:29:57,34.0,59.0,16,17
2026-06-26 10:30:03,34.0,59.0,17,18
2026-06-26 10:30:07,34.0,59.0,17,18
2026-06-26 10:30:12,34.0,59.0,17,19
2026-06-26 10:30:14,34.0,59.0,17,19
2026-06-26 10:30:17,34.0,59.0,16,18
2026-06-26 10:30:24,34.0,59.0,16,18
2026-06-26 10:30:25,34.0,59.0,16,18
2026-06-26 10:30:27,34.0,59.0,17,19
2026-06-26 10:30:32,34.0,59.0,17,18
2026-06-26 10:30:37,34.0,59.0,17,18
2026-06-26 10:30:42,34.0,59.0,17,18
2026-06-26 10:30:47,34.0,59.0,17,18
2026-06-26 10:30:52,34.0,59.0,17,18
2026-06-26 10:30:57,34.0,59.0,17,17
2026-06-26 10:31:02,34.0,59.0,17,18
2026-06-26 10:31:08,34.0,59.0,16,17
2026-06-26 10:31:12,34.0,59.0,16,17
2026-06-26 10:31:17,34.0,59.0,16,17
2026-06-26 10:31:22,34.0,59.0,16,18
2026-06-26 10:31:27,34.0,59.0,17,18
2026-06-26 10:31:32,34.0,59.0,17,18
2026-06-26 10:31:37,34.0,59.0,16,17
2026-06-26 10:31:42,34.0,59.0,16,17
2026-06-26 10:31:47,34.0,59.0,16,17
2026-06-26 10:31:52,34.0,59.0,17,17
2026-06-26 10:31:57,34.0,59.0,16,17
2026-06-26 10:32:02,34.0,59.0,16,17
2026-06-26 10:32:04,34.0,59.0,16,17
2026-06-26 10:32:11,34.0,59.0,16,16
2026-06-26 10:32:11,34.0,59.0,16,16
2026-06-26 10:32:12,34.0,59.0,16,16
2026-06-26 10:32:17,34.0,59.0,16,16
2026-06-26 10:32:22,34.0,59.0,16,17
2026-06-26 10:32:27,34.0,59.0,16,17
2026-06-26 10:32:32,34.0,59.0,16,17
2026-06-26 10:32:37,34.0,59.0,16,17
2026-06-26 10:32:42,34.0,59.0,16,17
2026-06-26 10:32:47,34.0,59.0,17,18
2026-06-26 10:32:52,34.0,59.0,17,18
2026-06-26 10:32:57,34.0,59.0,17,18
2026-06-26 10:33:02,34.0,59.0,17,19
2026-06-26 10:33:07,34.0,59.0,17,18
2026-06-26 10:33:12,34.0,59.0,17,18
2026-06-26 10:33:17,33.0,59.0,17,18
2026-06-26 10:33:22,33.0,59.0,16,18
2026-06-26 10:33:27,33.0,59.0,16,16
2026-06-26 10:33:32,33.0,59.0,15,16
2026-06-26 10:33:37,33.0,59.0,16,17
2026-06-26 10:33:42,33.0,59.0,17,17
2026-06-26 10:33:47,33.0,59.0,16,16
2026-06-26 10:33:52,33.0,59.0,15,16
2026-06-26 10:33:57,33.0,59.0,15,15
2026-06-26 10:34:02,33.0,59.0,15,16
2026-06-26 10:34:07,33.0,59.0,15,16
2026-06-26 10:34:12,33.0,59.0,16,17
2026-06-26 10:34:17,33.0,59.0,16,17
2026-06-26 10:34:22,33.0,59.0,15,17
2026-06-26 10:34:27,33.0,59.0,16,17
2026-06-26 10:34:32,33.0,59.0,16,17
2026-06-26 10:34:37,33.0,59.0,16,17
2026-06-26 10:34:42,33.0,59.0,16,17
2026-06-26 10:34:47,33.0,59.0,17,18
2026-06-26 10:34:52,33.0,59.0,17,18
2026-06-26 10:34:57,33.0,59.0,16,17
2026-06-26 10:35:02,33.0,59.0,16,17
2026-06-26 10:35:07,33.0,59.0,15,16
2026-06-26 10:35:12,33.0,59.0,14,15
2026-06-26 10:35:17,33.0,59.0,14,15
2026-06-26 10:35:22,34.0,59.0,15,16
2026-06-26 10:35:27,34.0,59.0,15,16
2026-06-26 10:35:32,34.0,59.0,16,17
2026-06-26 10:35:37,34.0,59.0,16,17
2026-06-26 10:35:42,34.0,59.0,16,17
2026-06-26 10:35:47,34.0,59.0,16,16
2026-06-26 10:35:52,34.0,59.0,15,16
2026-06-26 10:35:59,34.0,59.0,16,16
2026-06-26 10:36:03,34.0,59.0,16,17
2026-06-26 10:36:07,34.0,59.0,16,17
2026-06-26 10:36:12,34.0,59.0,17,17
2026-06-26 10:36:17,34.0,59.0,17,18
2026-06-26 10:36:22,34.0,59.0,17,18
2026-06-26 10:36:27,34.0,59.0,17,17
2026-06-26 10:36:32,34.0,59.0,16,17
2026-06-26 10:36:37,34.0,59.0,16,17
2026-06-26 10:36:42,34.0,59.0,16,16
2026-06-26 10:36:47,34.0,58.0,15,16
2026-06-26 10:36:52,34.0,58.0,16,17
2026-06-26 10:36:57,34.0,58.0,16,17
2026-06-26 10:37:02,34.0,58.0,16,17
2026-06-26 10:37:07,34.0,58.0,16,17
2026-06-26 10:37:12,34.0,58.0,16,17
2026-06-26 10:37:17,34.0,58.0,17,18
2026-06-26 10:37:22,34.0,58.0,16,18
2026-06-26 10:37:27,34.0,58.0,16,17
2026-06-26 10:37:32,34.0,58.0,16,17
2026-06-26 10:37:37,34.0,58.0,16,17
2026-06-26 10:37:42,34.0,58.0,16,17
2026-06-26 10:37:47,34.0,58.0,16,17
2026-06-26 10:37:54,34.0,58.0,16,17
2026-06-26 10:37:55,34.0,58.0,16,17
2026-06-26 10:37:57,34.0,58.0,15,17
2026-06-26 10:38:02,34.0,58.0,15,16
2026-06-26 10:38:07,34.0,58.0,15,16
2026-06-26 10:38:12,34.0,58.0,15,16
2026-06-26 10:38:17,34.0,58.0,15,16
2026-06-26 10:38:22,34.0,58.0,15,16
2026-06-26 10:38:27,34.0,58.0,15,16
2026-06-26 10:38:32,0.0,0.0,15,16
2026-06-26 10:38:37,34.0,58.0,15,16
2026-06-26 10:38:42,34.0,58.0,15,16
2026-06-26 10:38:47,34.0,58.0,15,16
2026-06-26 10:38:52,34.0,58.0,15,16
2026-06-26 10:38:57,34.0,58.0,15,16
2026-06-26 10:39:02,34.0,58.0,15,16
2026-06-26 10:39:07,34.0,58.0,15,16
2026-06-26 10:39:12,34.0,58.0,16,17
2026-06-26 10:39:17,34.0,58.0,16,18
2026-06-26 10:39:22,34.0,58.0,16,17
2026-06-26 10:39:27,34.0,58.0,16,17
2026-06-26 10:39:32,34.0,58.0,17,18
2026-06-26 10:39:37,34.0,58.0,17,18
2026-06-26 10:39:42,34.0,58.0,15,16
2026-06-26 10:39:47,34.0,58.0,15,16
2026-06-26 10:39:52,34.0,58.0,15,16
2026-06-26 10:39:57,34.0,58.0,15,16
2026-06-26 10:40:02,34.0,58.0,15,16
2026-06-26 10:40:07,34.0,58.0,15,17
2026-06-26 10:40:12,34.0,58.0,15,16
2026-06-26 10:40:17,34.0,58.0,15,16
2026-06-26 10:40:22,34.0,58.0,15,16
2026-06-26 10:40:27,34.0,58.0,15,16
2026-06-26 10:40:32,34.0,58.0,15,16
2026-06-26 10:40:37,34.0,58.0,13,15
2026-06-26 10:40:42,34.0,58.0,13,14
2026-06-26 10:40:47,34.0,58.0,13,14
2026-06-26 10:40:52,34.0,58.0,13,14
2026-06-26 10:40:57,34.0,58.0,13,14
2026-06-26 10:40:59,34.0,58.0,13,14
2026-06-26 10:41:02,34.0,58.0,13,14
2026-06-26 10:41:07,34.0,58.0,14,15
2026-06-26 10:41:12,34.0,58.0,15,15
2026-06-26 10:41:17,34.0,58.0,15,16
2026-06-26 10:41:22,34.0,58.0,15,16
2026-06-26 10:41:27,34.0,58.0,15,17
2026-06-26 10:41:32,34.0,58.0,16,17
2026-06-26 10:41:37,34.0,58.0,15,16
2026-06-26 10:41:42,34.0,58.0,15,15
2026-06-26 10:41:44,34.0,58.0,15,15
2026-06-26 10:41:45,34.0,58.0,15,15
2026-06-26 10:41:47,34.0,58.0,15,15
2026-06-26 10:41:52,34.0,58.0,15,15
2026-06-26 10:41:57,34.0,58.0,15,15
2026-06-26 10:42:04,34.0,58.0,15,16
2026-06-26 10:42:07,34.0,58.0,15,16
2026-06-26 10:42:12,34.0,58.0,15,16
2026-06-26 10:42:17,34.0,58.0,15,16
2026-06-26 10:42:22,34.0,58.0,15,16
2026-06-26 10:42:27,34.0,58.0,15,16
2026-06-26 10:42:32,34.0,58.0,15,16
2026-06-26 10:42:37,34.0,58.0,15,16
2026-06-26 10:42:42,34.0,58.0,15,16
2026-06-26 10:42:47,34.0,58.0,15,16
2026-06-26 10:42:52,34.0,58.0,15,16
2026-06-26 10:42:57,34.0,58.0,15,16
2026-06-26 10:43:02,34.0,58.0,15,15
2026-06-26 10:43:07,34.0,58.0,14,15
2026-06-26 10:43:12,34.0,58.0,14,15
2026-06-26 10:43:17,34.0,58.0,14,15
2026-06-26 10:43:18,34.0,58.0,14,15
2026-06-26 10:44:17,0.0,0.0,16,16
2026-06-26 10:44:17,34.0,58.0,15,16
2026-06-26 10:44:18,34.0,58.0,16,17
2026-06-26 10:44:18,34.0,58.0,15,16
2026-06-26 10:44:19,34.0,58.0,15,16
2026-06-26 10:44:19,34.0,58.0,15,16
2026-06-26 10:44:20,34.0,58.0,15,16
2026-06-26 10:44:20,34.0,58.0,15,16
2026-06-26 10:44:22,34.0,58.0,15,16
2026-06-26 10:44:27,34.0,58.0,15,16
2026-06-26 10:44:32,34.0,58.0,15,17
2026-06-26 10:44:39,34.0,58.0,15,16
2026-06-26 10:44:39,34.0,58.0,15,16
2026-06-26 10:44:42,34.0,58.0,15,16
2026-06-26 10:44:47,34.0,58.0,15,16
2026-06-26 10:44:52,34.0,58.0,16,17
2026-06-26 10:44:57,34.0,58.0,15,16
2026-06-26 10:45:02,34.0,58.0,15,17
2026-06-26 10:45:07,34.0,58.0,15,16
2026-06-26 10:45:15,34.0,58.0,15,16
2026-06-26 10:45:17,34.0,58.0,15,16
2026-06-26 10:45:17,34.0,58.0,15,16
2026-06-26 10:45:22,34.0,58.0,15,16
2026-06-26 10:45:27,34.0,58.0,15,16
2026-06-26 10:45:32,34.0,58.0,16,17
2026-06-26 10:45:34,34.0,58.0,16,17
2026-06-26 10:45:37,34.0,58.0,16,17
2026-06-26 10:45:42,34.0,58.0,16,17
2026-06-26 10:45:47,34.0,58.0,16,17
2026-06-26 10:45:53,34.0,58.0,16,17
2026-06-26 10:45:57,34.0,58.0,15,17
2026-06-26 10:46:02,34.0,58.0,15,17
2026-06-26 10:46:07,34.0,58.0,15,17
2026-06-26 10:46:12,34.0,58.0,15,16
2026-06-26 10:46:17,34.0,58.0,15,17
2026-06-26 10:46:22,34.0,58.0,15,17
2026-06-26 10:46:27,34.0,58.0,16,18
2026-06-26 10:46:32,34.0,58.0,17,18
2026-06-26 10:46:37,34.0,58.0,16,18
2026-06-26 10:46:42,34.0,58.0,16,18
2026-06-26 10:46:47,34.0,58.0,16,18
2026-06-26 10:46:58,34.0,58.0,16,18
2026-06-26 10:46:59,34.0,58.0,16,18
2026-06-26 10:46:59,34.0,58.0,16,18
2026-06-26 10:46:59,34.0,58.0,16,18
2026-06-26 10:47:02,34.0,58.0,16,18
2026-06-26 10:47:07,34.0,58.0,16,18
2026-06-26 10:47:12,34.0,58.0,16,18
2026-06-26 10:47:17,34.0,58.0,16,18
2026-06-26 10:47:22,34.0,58.0,16,18
2026-06-26 10:47:27,34.0,58.0,16,17
2026-06-26 10:47:32,34.0,58.0,15,17
2026-06-26 10:47:37,34.0,58.0,15,17
2026-06-26 10:47:42,34.0,58.0,16,17
2026-06-26 10:47:47,34.0,58.0,16,18
2026-06-26 10:47:52,34.0,58.0,17,19
2026-06-26 10:47:57,34.0,58.0,17,19
2026-06-26 10:48:02,34.0,58.0,16,18
2026-06-26 10:48:07,34.0,58.0,16,18
2026-06-26 10:48:12,34.0,58.0,16,18
2026-06-26 10:48:17,34.0,58.0,16,18
2026-06-26 10:48:22,34.0,58.0,17,18
2026-06-26 10:48:27,34.0,58.0,17,19
2026-06-26 10:48:32,34.0,58.0,16,18
2026-06-26 10:48:37,34.0,58.0,16,18
2026-06-26 10:48:42,34.0,58.0,16,18
2026-06-26 10:48:47,34.0,58.0,16,18
2026-06-26 10:48:52,34.0,58.0,17,19
2026-06-26 10:48:57,34.0,58.0,17,19
2026-06-26 10:49:02,34.0,58.0,16,18
2026-06-26 10:49:10,34.0,58.0,16,18
2026-06-26 10:49:10,34.0,58.0,16,18
2026-06-26 10:49:12,34.0,58.0,16,17
2026-06-26 10:49:17,34.0,58.0,15,16
2026-06-26 10:49:22,34.0,58.0,15,16
2026-06-26 10:49:27,34.0,58.0,15,16
2026-06-26 10:49:32,34.0,58.0,16,17
2026-06-26 10:49:38,34.0,58.0,17,18
2026-06-26 10:49:43,34.0,58.0,17,18
2026-06-26 10:49:47,34.0,58.0,16,17
2026-06-26 10:49:52,34.0,58.0,16,18
2026-06-26 10:49:57,34.0,58.0,16,17
2026-06-26 10:50:02,34.0,58.0,16,17
2026-06-26 10:50:09,34.0,58.0,16,18
2026-06-26 10:50:10,34.0,58.0,16,18
2026-06-26 10:50:12,34.0,58.0,17,18
2026-06-26 10:50:17,34.0,58.0,17,18
2026-06-26 10:50:22,34.0,58.0,17,18
2026-06-26 10:50:27,34.0,58.0,17,18
2026-06-26 10:50:32,34.0,58.0,17,18
2026-06-26 10:50:37,34.0,58.0,16,18
2026-06-26 10:50:42,34.0,58.0,16,17
2026-06-26 10:50:47,34.0,58.0,16,17
2026-06-26 10:50:52,34.0,58.0,16,17
2026-06-26 10:50:57,34.0,58.0,17,17
2026-06-26 10:51:03,34.0,58.0,16,17
2026-06-26 10:51:04,34.0,58.0,16,17
2026-06-26 10:51:07,34.0,58.0,16,17
2026-06-26 10:51:12,34.0,58.0,16,17
2026-06-26 10:51:17,34.0,58.0,16,17
2026-06-26 10:51:22,34.0,58.0,15,16
2026-06-26 10:51:27,34.0,58.0,16,17
2026-06-26 10:51:32,34.0,58.0,16,18
2026-06-26 10:51:37,34.0,58.0,17,18
2026-06-26 10:51:42,34.0,58.0,17,18
2026-06-26 10:51:47,34.0,58.0,17,18
2026-06-26 10:51:58,34.0,58.0,17,18
2026-06-26 10:51:59,34.0,58.0,17,18
2026-06-26 10:51:59,34.0,58.0,17,18
2026-06-26 10:52:13,34.0,58.0,17,18
2026-06-26 10:52:14,34.0,58.0,17,18
2026-06-26 10:52:14,34.0,58.0,17,18
2026-06-26 10:52:14,34.0,58.0,17,18
2026-06-26 10:52:14,34.0,58.0,17,18
2026-06-26 10:52:15,34.0,58.0,17,18
2026-06-26 10:52:17,34.0,58.0,17,18
2026-06-26 10:52:22,34.0,58.0,18,19
2026-06-26 10:52:27,34.0,58.0,18,19
